os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),AMD Ryzen 7 9800X3D 8-Core Processor,AMD Radeon RX 9070 XT (RADV GFX1201),65438132,6.17.8-2-cachyos,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
242.421,4.12505,22.2641,0,88,59,51,3119,1358,4.90783,256,10.7074,0,0,11745946604
240.541,4.1573,22.2641,0,88,59,51,3119,1358,4.90783,256,10.7074,0,0,11846016858
192.103,5.20553,22.2641,0,88,59,51,3119,1358,4.90783,256,10.7074,0,0,11946079769
238.682,4.18968,22.6131,0,87,59,51,3119,1358,4.90783,253,10.7091,0,0,12046141317
241.114,4.14742,22.6131,0,87,59,51,3119,1358,4.90783,253,10.7091,0,0,12146210970
225.34,4.43773,22.6131,0,87,59,51,3119,1358,4.90783,253,10.7091,0,0,12246278941
255.418,3.91515,22.6131,0,87,59,51,3119,1358,4.90783,253,10.7091,0,0,12346347883
237.76,4.20592,22.6131,0,87,59,51,3119,1358,4.90783,253,10.7091,0,0,12446416825
247.851,4.03469,22.0828,0,86,59,51,3107,1358,4.90783,253,10.7145,0,0,12546479174
226.728,4.41057,22.0828,0,86,59,51,3107,1358,4.90783,253,10.7145,0,0,12646549018
241.742,4.13665,22.0828,0,86,59,51,3107,1358,4.90783,253,10.7145,0,0,12746613011
228.641,4.37366,22.0828,0,86,59,51,3107,1358,4.90783,253,10.7145,0,0,12846658549
245.787,4.06856,22.0828,0,86,59,51,3107,1358,4.90783,253,10.7145,0,0,12946729344
219.602,4.55369,22.807,0,87,59,51,3111,1358,4.90783,252,10.7171,0,0,13046797114
261.638,3.82207,22.807,0,87,59,51,3111,1358,4.90783,252,10.7171,0,0,13146866798
240.291,4.16163,22.807,0,87,59,51,3111,1358,4.90783,252,10.7171,0,0,13246935549
236.712,4.22453,22.807,0,87,59,51,3111,1358,4.90783,252,10.7171,0,0,13347006164
226.087,4.42308,22.807,0,87,59,51,3111,1358,4.90783,252,10.7171,0,0,13447075247
271.116,3.68846,22.5686,0,87,59,51,3111,1358,4.90783,252,10.7173,0,0,13547132487
229.37,4.35977,22.5686,0,87,59,51,3111,1358,4.90783,252,10.7173,0,0,13647202952
237.15,4.21674,22.5686,0,87,59,51,3111,1358,4.90783,252,10.7173,0,0,13747274709
226.248,4.41993,22.5686,0,87,59,51,3111,1358,4.90783,252,10.7173,0,0,13847347027
271.502,3.68321,22.5686,0,87,59,51,3111,1358,4.90783,252,10.7173,0,0,13947416180
236.532,4.22776,22.3899,0,87,59,51,3123,1358,4.90783,255,10.7145,0,0,14047486745
236.055,4.23631,22.3899,0,87,59,51,3123,1358,4.90783,255,10.7145,0,0,14147556128
227.138,4.40261,22.3899,0,87,59,51,3123,1358,4.90783,255,10.7145,0,0,14247624308
258.85,3.86324,22.3899,0,87,59,51,3123,1358,4.90783,255,10.7145,0,0,14347693120
239.115,4.1821,22.3899,0,87,59,51,3123,1358,4.90783,255,10.7145,0,0,14447762182
234.29,4.26822,22.4874,0,88,59,51,3103,1358,4.90783,258,10.7164,0,0,14547830693
229.361,4.35995,22.4874,0,88,59,51,3103,1358,4.90783,258,10.7164,0,0,14647901178
262.243,3.81326,22.4874,0,88,59,51,3103,1358,4.90783,258,10.7164,0,0,14747970050
242.466,4.12429,22.4874,0,88,59,51,3103,1358,4.90783,258,10.7164,0,0,14848039924
240.867,4.15167,22.4874,0,88,59,51,3103,1358,4.90783,258,10.7164,0,0,14948108535
222.044,4.50361,22.3058,0,87,59,51,3109,1358,4.90783,250,10.7148,0,0,15048182046
250.245,3.99608,22.3058,0,87,59,51,3109,1358,4.90783,250,10.7148,0,0,15148255547
242.428,4.12494,22.3058,0,87,59,51,3109,1358,4.90783,250,10.7148,0,0,15248327394
233.777,4.27757,22.3058,0,87,59,51,3109,1358,4.90783,250,10.7148,0,0,15348398871
213.099,4.69266,22.3058,0,87,59,51,3109,1358,4.90783,250,10.7148,0,0,15448468945
244.189,4.09519,22.1384,0,87,59,51,3121,1358,4.90783,254,10.7139,0,0,15548546663
230.416,4.33997,22.1384,0,87,59,51,3121,1358,4.90783,254,10.7139,0,0,15648624452
247.605,4.03869,22.1384,0,87,59,51,3121,1358,4.90783,254,10.7139,0,0,15748697592
206.246,4.84859,22.1384,0,87,59,51,3121,1358,4.90783,254,10.7139,0,0,15848769209
236.749,4.22388,22.1384,0,87,59,51,3121,1358,4.90783,254,10.7139,0,0,15948837460
246.562,4.05578,22.1942,0,84,59,51,3126,1358,4.90783,255,10.7127,0,0,16048902304
236.239,4.23301,22.1942,0,84,59,51,3126,1358,4.90783,255,10.7127,0,0,16148969112
212.917,4.69667,22.1942,0,84,59,51,3126,1358,4.90783,255,10.7127,0,0,16249038705
268.524,3.72407,22.1942,0,84,59,51,3126,1358,4.90783,255,10.7127,0,0,16349094433
239.444,4.17633,22.1942,0,84,59,51,3126,1358,4.90783,255,10.7127,0,0,16449158786
238.173,4.19863,22.0551,0,87,59,51,3118,1358,4.90783,255,10.7091,0,0,16549230323
226.774,4.40967,22.0551,0,87,59,51,3118,1358,4.90783,255,10.7091,0,0,16649303683
258.747,3.86478,22.0551,0,87,59,51,3118,1358,4.90783,255,10.7091,0,0,16749380430
245.207,4.07818,22.0551,0,87,59,51,3118,1358,4.90783,255,10.7091,0,0,16849471814
231.932,4.31162,22.0551,0,87,59,51,3118,1358,4.90783,255,10.7091,0,0,16949540155
228.99,4.36701,21.8045,0,88,59,51,3129,1358,4.90783,254,10.7093,0,0,17049614076
255.732,3.91035,21.8045,0,88,59,51,3129,1358,4.90783,254,10.7093,0,0,17149687507
224.952,4.4454,21.8045,0,88,59,51,3129,1358,4.90783,254,10.7093,0,0,17249760196
235.607,4.24436,21.8045,0,88,59,51,3129,1358,4.90783,254,10.7093,0,0,17349832224
221.038,4.52411,21.8045,0,88,59,51,3129,1358,4.90783,254,10.7093,0,0,17449903520
259.91,3.84749,21.761,0,87,59,51,3129,1358,4.90783,250,10.7142,0,0,17549967132
231.803,4.31401,21.761,0,87,59,51,3129,1358,4.90783,250,10.7142,0,0,17650039891
238.589,4.19131,21.761,0,87,59,51,3129,1358,4.90783,250,10.7142,0,0,17750081151
226.645,4.4122,21.761,0,87,59,51,3129,1358,4.90783,250,10.7142,0,0,17850153209
248.249,4.02821,21.761,0,87,59,51,3129,1358,4.90783,250,10.7142,0,0,17950221250
232.138,4.30779,22.1942,0,87,59,51,3111,1358,4.90783,254,10.7168,0,0,18050287286
218.648,4.57357,22.1942,0,87,59,51,3111,1358,4.90783,254,10.7168,0,0,18150355527
253.327,3.94746,22.1942,0,87,59,51,3111,1358,4.90783,254,10.7168,0,0,18250427985
243.787,4.10193,22.1942,0,87,59,51,3111,1358,4.90783,254,10.7168,0,0,18350500584
241.664,4.13798,22.1942,0,87,59,51,3111,1358,4.90783,254,10.7168,0,0,18450570648
229.572,4.35593,21.7997,0,88,59,51,3117,1358,4.90783,247,10.7156,0,0,18550628690
254.308,3.93225,21.7997,0,88,59,51,3117,1358,4.90783,247,10.7156,0,0,18650686481
245.5,4.07332,21.7997,0,88,59,51,3117,1358,4.90783,247,10.7156,0,0,18750749983
240.511,4.15782,21.7997,0,88,59,51,3117,1358,4.90783,247,10.7156,0,0,18850812603
225.132,4.44184,21.7997,0,88,59,51,3117,1358,4.90783,247,10.7156,0,0,18950874913
273.046,3.66239,22.5124,0,87,60,51,3110,1358,4.90783,253,10.708,0,0,19050937172
241.011,4.14918,22.5124,0,87,60,51,3110,1358,4.90783,253,10.708,0,0,19151005443
243.058,4.11425,22.5124,0,87,60,51,3110,1358,4.90783,253,10.708,0,0,19251065438
213.074,4.6932,22.5124,0,87,60,51,3110,1358,4.90783,253,10.708,0,0,19351131114
256.516,3.89839,22.5124,0,87,60,51,3110,1358,4.90783,253,10.708,0,0,19451197060
237.112,4.21742,22.1669,0,88,60,51,3117,1358,4.90783,248,10.7028,0,0,19551261494
236.948,4.22033,22.1669,0,88,60,51,3117,1358,4.90783,248,10.7028,0,0,19651327330
227.792,4.38998,22.1669,0,88,60,51,3117,1358,4.90783,248,10.7028,0,0,19751396382
243.153,4.11264,22.1669,0,88,60,51,3117,1358,4.90783,248,10.7028,0,0,19851459203
245.536,4.07273,22.1669,0,88,60,51,3117,1358,4.90783,248,10.7028,0,0,19951517986
241.173,4.1464,22.3192,0,87,60,51,3130,1358,4.90783,254,10.7064,0,0,20051577350
224.949,4.44545,22.3192,0,87,60,51,3130,1358,4.90783,254,10.7064,0,0,20151636564
281.44,3.55315,22.3192,0,87,60,51,3130,1358,4.90783,254,10.7064,0,0,20251674397
226.138,4.42208,22.3192,0,87,60,51,3130,1358,4.90783,254,10.7064,0,0,20351723663
237.007,4.21928,22.3192,0,87,60,51,3130,1358,4.90783,254,10.7064,0,0,20451757589
224.894,4.44654,22.3618,0,88,60,51,3122,1358,4.90783,253,10.7124,0,0,20551807195
257.662,3.88106,22.3618,0,88,60,51,3122,1358,4.90783,253,10.7124,0,0,20651877169
245.155,4.07905,22.3618,0,88,60,51,3122,1358,4.90783,253,10.7124,0,0,20751935922
257.327,3.88611,22.3618,0,88,60,51,3122,1358,4.90783,253,10.7124,0,0,20851999123
226.901,4.40722,22.3618,0,88,60,51,3122,1358,4.90783,253,10.7124,0,0,20952048238
273.342,3.65842,22.6817,0,87,60,51,3115,1358,4.90783,250,10.7087,0,0,21052106500
235.77,4.24142,22.6817,0,87,60,51,3115,1358,4.90783,250,10.7087,0,0,21152164371
238.541,4.19215,22.6817,0,87,60,51,3115,1358,4.90783,250,10.7087,0,0,21252209849
227.492,4.39576,22.6817,0,87,60,51,3115,1358,4.90783,250,10.7087,0,0,21352266257
247.728,4.03668,22.6817,0,87,60,51,3115,1358,4.90783,250,10.7087,0,0,21452324840
237.685,4.20724,21.9573,0,85,60,51,3121,1358,4.90783,256,10.7115,0,0,21552390025
250.96,3.98469,21.9573,0,85,60,51,3121,1358,4.90783,256,10.7115,0,0,21652435313
222.89,4.48652,21.9573,0,85,60,51,3121,1358,4.90783,256,10.7115,0,0,21752503393
258.979,3.86132,21.9573,0,85,60,51,3121,1358,4.90783,256,10.7115,0,0,21852565522
243.764,4.10233,21.9573,0,85,60,51,3121,1358,4.90783,256,10.7115,0,0,21952635797
248.98,4.01638,21.9144,0,87,60,51,3111,1358,4.90783,253,10.7144,0,0,22052707464
220.113,4.54311,21.9144,0,87,60,51,3111,1358,4.90783,253,10.7144,0,0,22152777538
257.054,3.89023,21.9144,0,87,60,51,3111,1358,4.90783,253,10.7144,0,0,22252847342
238.75,4.18849,21.9144,0,87,60,51,3111,1358,4.90783,253,10.7144,0,0,22352920732
243.413,4.10825,21.9144,0,87,60,51,3111,1358,4.90783,253,10.7144,0,0,22452993471
218.359,4.57962,22.1662,0,88,60,51,3126,1358,4.90783,250,10.7147,0,0,22553036274
256.596,3.89718,22.1662,0,88,60,51,3126,1358,4.90783,250,10.7147,0,0,22653110877
239.173,4.18107,22.1662,0,88,60,51,3126,1358,4.90783,250,10.7147,0,0,22753183716
233.45,4.28358,22.1662,0,88,60,51,3126,1358,4.90783,250,10.7147,0,0,22853249172
227.376,4.398,22.1662,0,88,60,51,3126,1358,4.90783,250,10.7147,0,0,22953313174
255.43,3.91496,21.6352,0,87,60,51,3118,1358,4.90783,253,10.7088,0,0,23053376295
239.743,4.17113,21.6352,0,87,60,51,3118,1358,4.90783,253,10.7088,0,0,23153441070
245.204,4.07824,21.6352,0,87,60,51,3118,1358,4.90783,253,10.7088,0,0,23253503349
222.353,4.49735,21.6352,0,87,60,51,3118,1358,4.90783,253,10.7088,0,0,23353561842
289.329,3.45627,21.6352,0,87,60,51,3118,1358,4.90783,253,10.7088,0,0,23453633048
245.589,4.07185,21.871,0,87,60,51,3124,1358,4.90783,255,10.7098,0,0,23553698183
228.788,4.37085,21.871,0,87,60,51,3124,1358,4.90783,255,10.7098,0,0,23653770922
216.115,4.62717,21.871,0,87,60,51,3124,1358,4.90783,255,10.7098,0,0,23753842038
256.694,3.89569,21.871,0,87,60,51,3124,1358,4.90783,255,10.7098,0,0,23853910259
239.904,4.16834,21.871,0,87,60,51,3124,1358,4.90783,255,10.7098,0,0,23953980493
247.582,4.03907,21.9697,0,88,60,51,3114,1358,4.90783,258,10.7147,0,0,24054029077
231.407,4.3214,21.9697,0,88,60,51,3114,1358,4.90783,258,10.7147,0,0,24154142402
258.541,3.86787,21.9697,0,88,60,51,3114,1358,4.90783,258,10.7147,0,0,24254230420
230.44,4.33953,21.9697,0,88,60,51,3114,1358,4.90783,258,10.7147,0,0,24354299793
247.733,4.0366,21.9697,0,88,60,51,3114,1358,4.90783,258,10.7147,0,0,24454376910
228.538,4.37565,22.2083,0,88,60,51,3106,1358,4.90783,255,10.7076,0,0,24554449028
256.042,3.90562,22.2083,0,88,60,51,3106,1358,4.90783,255,10.7076,0,0,24654518972
233.141,4.28925,22.2083,0,88,60,51,3106,1358,4.90783,255,10.7076,0,0,24754589187
241.546,4.14,22.2083,0,88,60,51,3106,1358,4.90783,255,10.7076,0,0,24854659521
270.298,3.69962,22.2083,0,88,60,51,3106,1358,4.90783,255,10.7076,0,0,24954732110
245.634,4.0711,22.125,0,88,60,51,3115,1358,4.90783,254,10.7103,0,0,25054804148
233.595,4.28092,22.125,0,88,60,51,3115,1358,4.90783,254,10.7103,0,0,25154873290
234.798,4.25899,22.125,0,88,60,51,3115,1358,4.90783,254,10.7103,0,0,25254941811
268.387,3.72597,22.125,0,88,60,51,3115,1358,4.90783,254,10.7103,0,0,25355015202
234.994,4.25543,22.125,0,88,60,51,3115,1358,4.90783,254,10.7103,0,0,25455084254
236.527,4.22785,22.125,0,87,60,51,3118,1358,4.90783,255,10.7121,0,0,25555154338
214.897,4.65339,22.125,0,87,60,51,3118,1358,4.90783,255,10.7121,0,0,25655228440
247.988,4.03245,22.125,0,87,60,51,3118,1358,4.90783,255,10.7121,0,0,25755308192
241.8,4.13565,22.125,0,87,60,51,3118,1358,4.90783,255,10.7121,0,0,25855384999
241.814,4.13542,22.125,0,87,60,51,3118,1358,4.90783,255,10.7121,0,0,25955454442
216.247,4.62434,22.4159,0,85,60,51,3127,1358,4.90783,258,10.7087,0,0,26055525197
262.837,3.80464,22.4159,0,85,60,51,3127,1358,4.90783,258,10.7087,0,0,26155593358
226.083,4.42316,22.4159,0,85,60,51,3127,1358,4.90783,258,10.7087,0,0,26255662691
236.655,4.22556,22.4159,0,85,60,51,3127,1358,4.90783,258,10.7087,0,0,26355731893
231.649,4.31687,22.4159,0,85,60,51,3127,1358,4.90783,258,10.7087,0,0,26455799443
255.147,3.91931,22.4159,0,85,60,51,3127,1358,4.90783,258,10.7087,0,0,26555828390
250.694,3.98892,22.403,0,88,60,51,3126,1358,4.90783,255,10.7024,0,0,26655913021
242.168,4.12937,22.403,0,88,60,51,3126,1358,4.90783,255,10.7024,0,0,26755981192
216.747,4.61368,22.403,0,88,60,51,3126,1358,4.90783,255,10.7024,0,0,26856052699
271.495,3.68331,22.403,0,88,60,51,3126,1358,4.90783,255,10.7024,0,0,26956121490
245.01,4.08147,22.403,0,88,60,51,3126,1358,4.90783,255,10.7024,0,0,27056190583
255.028,3.92113,21.9697,0,87,60,51,3123,1358,4.90783,256,10.7041,0,0,27156260677
232.148,4.3076,21.9697,0,87,60,51,3123,1358,4.90783,256,10.7041,0,0,27256330080
270.719,3.69387,21.9697,0,87,60,51,3123,1358,4.90783,256,10.7041,0,0,27356397218
245.203,4.07826,21.9697,0,87,60,51,3123,1358,4.90783,256,10.7041,0,0,27456465108
240.717,4.15426,21.9697,0,87,60,51,3123,1358,4.90783,256,10.7041,0,0,27556533730
224.687,4.45063,22.5725,0,88,60,51,3107,1358,4.90783,254,10.7106,0,0,27656605407
280.351,3.56696,22.5725,0,88,60,51,3107,1358,4.90783,254,10.7106,0,0,27756676042
242.438,4.12477,22.5725,0,88,60,51,3107,1358,4.90783,254,10.7106,0,0,27856745826
261.482,3.82435,22.5725,0,88,60,51,3107,1358,4.90783,254,10.7106,0,0,27956815980
209.082,4.7828,22.5725,0,88,60,51,3107,1358,4.90783,254,10.7106,0,0,28056884391
266.024,3.75906,22.25,0,87,60,51,3127,1358,4.90783,254,10.7128,0,0,28156953724
241.447,4.1417,22.25,0,87,60,51,3127,1358,4.90783,254,10.7128,0,0,28256979585
