os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),AMD Ryzen 7 9800X3D 8-Core Processor,AMD Radeon RX 9070 XT (RADV GFX1201),65438132,6.17.8-2-cachyos,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
230.079,4.34633,21.4018,0,85,57,50,3103,1358,4.90756,251,10.6991,0,0,23649971786
255.28,3.91727,21.4018,0,85,57,50,3103,1358,4.90756,251,10.6991,0,0,23750038383
235.221,4.25132,21.7772,0,86,57,50,3114,1358,4.90756,250,10.6949,0,0,23850110391
253.695,3.94174,21.7772,0,86,57,50,3114,1358,4.90756,250,10.6949,0,0,23950180405
212.843,4.6983,21.7772,0,86,57,50,3114,1358,4.90756,250,10.6949,0,0,24050237705
251.964,3.96881,21.7772,0,86,57,50,3114,1358,4.90756,250,10.6949,0,0,24150307249
251.858,3.97049,21.7772,0,86,57,50,3114,1358,4.90756,250,10.6949,0,0,24250374197
240.277,4.16186,22.0974,0,85,57,50,3106,1358,4.90756,251,10.6863,0,0,24350443700
254.597,3.92778,22.0974,0,85,57,50,3106,1358,4.90756,251,10.6863,0,0,24450472597
236.5,4.22833,22.0974,0,85,57,50,3106,1358,4.90756,251,10.6863,0,0,24550541589
237.589,4.20896,22.0974,0,85,57,50,3106,1358,4.90756,251,10.6863,0,0,24650610120
239.535,4.17476,22.0974,0,85,57,50,3106,1358,4.90756,251,10.6863,0,0,24750680174
255.533,3.91339,23.7736,0,86,57,50,3124,1358,4.90756,249,10.6834,0,0,24850771108
239.989,4.16686,23.7736,0,86,57,50,3124,1358,4.90756,249,10.6834,0,0,24950844107
258.542,3.86785,23.7736,0,86,57,50,3124,1358,4.90756,249,10.6834,0,0,25050916275
222.568,4.49301,23.7736,0,86,57,50,3124,1358,4.90756,249,10.6834,0,0,25150986770
247.841,4.03484,23.7736,0,86,57,50,3124,1358,4.90756,249,10.6834,0,0,25251057425
242.934,4.11634,21.3568,0,86,57,51,3119,1358,4.90756,252,10.6917,0,0,25351126488
245.366,4.07554,21.3568,0,86,57,51,3119,1358,4.90756,252,10.6917,0,0,25451195169
210.633,4.7476,21.3568,0,86,57,51,3119,1358,4.90756,252,10.6917,0,0,25551267327
266.23,3.75615,21.3568,0,86,57,51,3119,1358,4.90756,252,10.6917,0,0,25651340547
237.217,4.21556,21.3568,0,86,57,51,3119,1358,4.90756,252,10.6917,0,0,25751408878
234.489,4.2646,21.0127,0,86,57,50,3117,1358,4.90756,251,10.6927,0,0,25851456270
220.82,4.52858,21.0127,0,86,57,50,3117,1358,4.90756,251,10.6927,0,0,25951530462
269.801,3.70643,21.0127,0,86,57,50,3117,1358,4.90756,251,10.6927,0,0,26051601357
237.757,4.20597,21.0127,0,86,57,50,3117,1358,4.90756,251,10.6927,0,0,26151671191
244.191,4.09515,21.0127,0,86,57,50,3117,1358,4.90756,251,10.6927,0,0,26251741245
228.373,4.37879,21.2389,0,86,57,50,3120,1358,4.90756,256,10.6944,0,0,26351810498
